file,line,var,rhs,mentions_player_name,mentions_player_id
exploration/AUDIT_baseline_provenance/probe.py,135,key,"['OPP_TEAM_ID', 'season', 'zone']",False,False
exploration/AUDIT_baseline_provenance/probe.py,162,pk,"['PLAYER_ID', 'season', 'zone']",False,True
exploration/AUDIT_baseline_provenance/registry_claims.py,19,keys,set(),False,False
exploration/AUDIT_baseline_provenance/triage_exploration.py,22,by,defaultdict(list),False,False
exploration/E0_I0003_rebound_interaction/aggregate_and_test.py,78,grp,grp.sort_values('season_idx'),False,False
exploration/E0_I0003_rebound_interaction/aggregate_and_test.py,120,key,"(off_team, e['season'])",False,False
exploration/E0_I0003_rebound_interaction/build_events.py,91,key,"(gid, per)",False,False
exploration/E0_I0006_usage_redistribution/analyze_clean.py,53,key,"(row.player_id, row.team_id, row.season)",False,True
exploration/E0_I0010_positional_matchup/diagnostics.py,65,lvl,[k for k in keys if k != 'opp_team_id'],False,False
exploration/E0_I0011_tendency_estimator/boundary_check.py,27,KEY,"['player_id', 'season']",False,True
exploration/E0_I0011_tendency_estimator/boundary_check.py,28,gk,"[df['player_id'], df['season']]",False,True
exploration/E0_I0011_tendency_estimator/build_frame.py,165,gk,"[df['player_id'], df['season']]",False,True
exploration/E0_I0011_tendency_estimator/score.py,38,KEY,"['player_id', 'season']",False,True
exploration/E0_I0011_tendency_estimator/score.py,39,gk,"[df['player_id'], df['season']]",False,True
exploration/E0_I0013_possession_volume/run_screen.py,97,key,frame[keycol].to_numpy(),False,False
exploration/E0_I0013_possession_volume/run_screen.py,257,keycol,"'opp_team_id' if cd['side'] in ('opp', 'both') else 'team_id'",False,False
exploration/E0_I0014_residual_heterogeneity/s04_screen.py,104,key,cols[j].tobytes(),False,False
exploration/E0_I0014_residual_heterogeneity/s05_abstention.py,72,key,np.arange(n),False,False
exploration/E0_I0015_points_skill_decomposition/s03_mechanism_and_abstention.py,246,key,"np.where(fin, v if ascending else -v, np.inf)",False,False
exploration/E0_I0016_efficiency_predictors/s01_build_frame.py,135,PK,"['season', 'player_id']",False,True
exploration/E0_I0016_efficiency_predictors/s01_build_frame.py,184,key,"(season, team_id, r['game_id'])",False,False
exploration/E0_I0016_efficiency_predictors/s02_screen.py,213,keys,list(store.keys()),False,False
exploration/E0_I0016_efficiency_predictors/s02_screen.py,132,key,"'%s|%s' % (oc, cand)",False,False
exploration/E0_I0016_efficiency_predictors/s02_screen_SUPERSEDED.py,203,keys,list(draw_store.keys()),False,False
exploration/E0_I0016_efficiency_predictors/s02_screen_SUPERSEDED.py,146,key,"'%s|%s|%s' % (oc, cand, comp_name)",False,False
exploration/E0_I0017_shot_quality_efficiency/s01_build_frame.py,71,PK,"['season', 'player_id']",False,True
exploration/E0_I0017_shot_quality_efficiency/s02_screen.py,182,keys,list(draws_store.keys()),False,False
exploration/E0_I0017_shot_quality_efficiency/s02_screen.py,60,lvl,"sk.detect_grouping_level(d, c)",False,False
exploration/E0_I0019_availability_forecast/s01_provenance.py,97,key,"con[['row_uid', 'game_id', 'team_id', 'player_id', 'season', 'gdate', 'minutes', 'pts', 'fga', 'appeared', 'in_target_box', 'appeared_for_other_team', 'candidate_at_cutoff', 'prediction_required__p_ac",False,True
exploration/E0_I0019_availability_forecast/s01_provenance_v1_FAILED.py,97,key,"con[['row_uid', 'game_id', 'team_id', 'player_id', 'season', 'gdate', 'minutes', 'pts', 'fga', 'appeared', 'in_target_box', 'appeared_for_other_team', 'candidate_at_cutoff', 'prediction_required__p_ac",False,True
exploration/E0_I0019_availability_forecast/s01_provenance_v2_INCONCLUSIVE.py,97,key,"con[['row_uid', 'game_id', 'team_id', 'player_id', 'season', 'gdate', 'minutes', 'pts', 'fga', 'appeared', 'in_target_box', 'appeared_for_other_team', 'candidate_at_cutoff', 'prediction_required__p_ac",False,True
exploration/E0_I0019_availability_forecast/s01_provenance_v3_MISCALIBRATED.py,97,key,"con[['row_uid', 'game_id', 'team_id', 'player_id', 'season', 'gdate', 'minutes', 'pts', 'fga', 'appeared', 'in_target_box', 'appeared_for_other_team', 'candidate_at_cutoff', 'prediction_required__p_ac",False,True
exploration/E0_I0019_availability_forecast/s03_characterise.py,64,lvl,"sk.detect_grouping_level(F, 'v15__pred_point', verbose=False)",False,False
exploration/E0_I0019_availability_forecast/s03_characterise.py,73,KEYS,"['dr2_a_minus_b', 'p', 'p_row_level_NAIVE', 'inflation', 'sd', 'sd_row_level_NAIVE', 'n', 'n_groups', 'r2_a', 'r2_b', 'mean_paired_loss_diff']",False,False
exploration/E0_I0019_availability_forecast/s04_screen.py,58,KEYS,"{'team_game': ['season', 'team_id', 'game_id'], 'team_season': ['season', 'team_id'], 'player_season': ['season', 'player_id'], 'game': ['game_id']}",False,True
exploration/E0_I0024_reb_ast_characterisation/rb_base.py,342,keys,list(store.keys()),False,False
exploration/E0_I0024_reb_ast_characterisation/s02_build_frame.py,113,PK,"['season', 'player_id']",False,True
exploration/E0_I0024_reb_ast_characterisation/s02_build_frame.py,412,grp,pl[(pl['season'] == r['season']) & (pl['player_id'] == r['player_id'])],False,True
exploration/E0_I0024_reb_ast_characterisation/s02_build_frame.py,428,grp,pl[(pl['season'] == r['season']) & (pl['player_id'] == r['player_id'])],False,True
exploration/E0_I0024_reb_ast_characterisation/s02_build_frame.py,492,grp,pl[(pl['season'] == r['season']) & (pl['player_id'] == r['player_id'])].copy(),False,True
exploration/E0_I0024_reb_ast_characterisation/s04_screen.py,186,keys,"['%s|%s|%s|%s' % (sname, r['target'], r['base'], r['candidate']) for _, r in grp.iterrows()]",False,False
exploration/E0_I0024_reb_ast_characterisation/s04_screen.py,108,lvl,CLEVEL[cname],False,False
exploration/E0_I0024_reb_ast_characterisation/s04_screen.py,158,key,"'%s|%s|%s|%s' % (sname, t, base, cname)",False,False
exploration/E0_I0024_reb_ast_characterisation/s04_screen.py,147,key,"pd.factorize(pd.Series(list(zip(scodes, ecodes))))[0]",False,False
exploration/E0_I0024_reb_ast_characterisation/s05_mechanism.py,79,key,"pd.factorize(pd.Series(list(zip(sc, ec))))[0]",False,False
exploration/E0_I0029_freethrow_hurdle/ft_base.py,415,key,pd.factorize(pd.Series(season).astype(str) + '|' + pd.Series(ent).astype(str))[0],False,False
exploration/E0_I0029_freethrow_hurdle/ft_base.py,466,keys,list(store.keys()),False,False
exploration/E0_I0029_freethrow_hurdle/s00_inspect.py,142,grp,"{0.0: y[a == 0], 1.0: y[a == 1]}",False,False
exploration/E0_I0029_freethrow_hurdle/s05_screen.py,198,keys,[k for k in draw_store if k[0] == sn and k[1] == rs and (k[2] == t)],False,False
exploration/E0_I0029_freethrow_hurdle/s05_screen.py,131,lvl,CAND[c]['level'],False,False
exploration/E0_I0029_freethrow_hurdle/s05_screen.py,144,key,"(b, t)",False,False
exploration/E0_I0029_freethrow_hurdle/s06_ceiling.py,243,kk,m.copy(),False,False
exploration/E0_I0029_freethrow_hurdle/s06_ceiling.py,245,kk,kk & np.isfinite(F[cc].to_numpy(float)),False,False
exploration/E1_I0004_efficiency_transfer/s03_contrast.py,54,KEYS,"{'row': None, 'player_game': ['player_id', 'game_id'], 'game': ['game_id'], 'opp_team_season': ['OPP_TEAM_ID', 'season'], 'team_season': ['team_id', 'season'], 'player_season': ['player_id', 'season']",False,True
exploration/E1_I0004_efficiency_transfer_v2/s03_contrast.py,105,key,"'%s|%s|%s' % (rname, sp, stag)",False,False
exploration/E1_I0004_fga_forecast/addendum.py,189,key,"np.array([f'{a}_{b}' for a, b in zip(d['season'], d['OPP_TEAM_ID'])])",False,False
exploration/E1_I0004_fga_forecast/build_forecasts.py,185,gk,"[panel['zone'], panel['player_id'], panel['season']]",False,True
exploration/E1_I0004_fga_forecast/build_forecasts.py,216,tk,"[tgw['OPP_TEAM_ID'], tgw['season']]",False,False
exploration/E1_I0004_fga_forecast/build_forecasts.py,251,key,"['zone', 'player_id', 'season', 'game_id']",False,True
exploration/E1_I0004_fga_forecast/build_forecasts.py,394,pk,"[pg['player_id'], pg['season']]",False,True
exploration/E1_I0004_fga_forecast/end_to_end.py,145,key,"np.array([f'{a}_{b}' for a, b in zip(df['season'], df['OPP_TEAM_ID'])])",False,False
exploration/E1_I0004_rim_finishing/build_and_measure.py,237,_kk,"[_v['player_id'], _v['season']]",False,True
exploration/E1_I0004_rim_finishing/build_and_measure.py,252,kk,"[pg['player_id'], pg['season']]",False,True
exploration/E1_I0004_rim_finishing/build_and_measure.py,384,key,f'{bn}|{on}',False,False
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,154,keys,"[d['player_id'], d['season']]",False,True
exploration/E1_I0004_rim_finishing/_validate_sandbox/baseline/corrected_baseline.py,187,keys,"[d['player_id'], d['season']]",False,True
exploration/E1_I0004_shot_selection/analyze.py,459,key,"[f'{a}_{b}' for a, b in zip(d['season'], d['opp'])]",False,False
exploration/E1_I0004_shot_selection/analyze.py,557,key,"np.array([f'{a}_{b}' for a, b in zip(d['season'], d['opp'])])",False,False
exploration/E1_I0004_shot_selection/build_frames.py,226,kk,"[pg['player_id'], pg['season']]",False,True
exploration/E1_I0004_shot_selection/build_frames.py,413,_kk,"[_v['zone'], _v['player_id'], _v['season']]",False,True
exploration/E1_I0004_shot_selection/build_frames.py,426,gk,"[panel['zone'], panel['player_id'], panel['season']]",False,True
exploration/E1_I0004_shot_selection/build_frames.py,458,tk,"[tgw['OPP_TEAM_ID'], tgw['season']]",False,False
exploration/E1_I0004_shot_selection/dr2_playergame.py,85,key,"np.array([f'{a}_{b}' for a, b in zip(d0['season'], d0['OPP_TEAM_ID'])])",False,False
exploration/E1_I0004_shot_selection/robustness.py,103,ka,"[w['OPP_TEAM_ID'], w['season']]",False,False
exploration/E1_I0004_shot_selection/robustness.py,104,kt,"[w['OPP_TEAM_ID'], w['season'], w['TEAM_ID']]",False,False
exploration/E1_I0004_shot_selection/robustness.py,122,kp,"[pw['OPP_TEAM_ID'], pw['season'], pw['PLAYER_ID']]",False,True
exploration/E1_I0004_shot_selection/robustness.py,205,key,"np.array([f'{a}_{b}' for a, b in zip(d['season'], d['OPP_TEAM_ID'])])",False,False
exploration/E1_I0008_height_mismatch/stage1_noise_floor.py,127,key,f'{feat_col}|{target}',False,False
exploration/E1_I0009_r2_rerun/step23_reproduce_and_rerun.py,255,key,f'E1_oos_{tag}_mean_{name}',False,False
